Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,player,overall,potential,value_eur,age,total_stats,best_position,nationality,position_group,ability_tier,cell
J. Musiala,Jamal Musiala,81,90,55500000,"CM,LM,CAM",CAM,Germany,https://cdn.sofifa.net/players/256/790/23_60.png,19,183,70,2012,434,FC Bayern München,39000,102700000,SUB,2026,42,2020,-,Right,4,4,1,Germany,https://cdn.sofifa.net/flags/de.png,SUB,14,Medium,Medium,76,73,75,87,63,60,66,76,49,83,63,88,64,48,75,86,81,72,91,82,92,71,55,77,53,73,59,65,76,78,51,82,64,63,69,6,9,8,8,11,76,80,80,80,80,80,83,82,81,82,75,74,75,73,66,73,19,J. Musiala,81,90,55500000,19,2012,CAM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
Nailton Padrenda,Nailton Padrenda Mendes,81,81,28000000,"CAM,CF,ST",CAM,Brazil,https://cdn.sofifa.net/players/230/384/23_60.png,26,180,75,2005,436,Clube Atlético Mineiro,47000,50400000,CAM,2025,11,2022,-,Right,4,2,1,Brazil,https://cdn.sofifa.net/flags/br.png,SUB,17,Medium,Medium,82,73,77,82,52,70,67,72,64,85,63,84,70,67,83,85,85,79,75,80,67,75,68,75,74,79,54,53,82,75,55,78,50,52,42,8,9,12,8,8,79,80,80,80,80,80,81,81,80,81,69,70,69,67,62,67,18,Nailton Padrenda,81,81,28000000,26,2005,CAM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Rosival Dourado,Rosival Jailson Dourado Santos,81,81,27000000,"CDM,CM,CAM",CDM,Brazil,https://cdn.sofifa.net/players/230/258/23_60.png,22,175,70,2033,435,Sport Club Corinthians Paulista,31000,51300000,CDM,2025,5,2022,-,Right,4,2,1,Brazil,https://cdn.sofifa.net/flags/br.png,CDM,6,High,Medium,77,57,74,77,82,68,61,53,70,82,57,77,54,57,78,76,75,78,72,80,77,60,40,91,56,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9,68,71,71,71,71,71,75,76,79,76,81,81,81,81,79,81,22,Rosival Dourado,81,81,27000000,22,2033,CDM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
M. Götze,Mario Götze,81,81,25000000,"CAM,ST,CM",CAM,Germany,https://cdn.sofifa.net/players/192/318/23_60.png,30,176,72,2071,430,Eintracht Frankfurt,38000,42500000,CAM,2025,27,2022,-,Right,4,4,4,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,67,74,83,84,55,67,80,75,47,85,84,83,81,72,81,88,69,66,78,80,83,75,58,75,67,68,59,65,80,86,78,87,64,42,53,14,7,12,6,10,77,80,79,79,79,80,81,81,81,81,74,74,74,70,63,70,20,M. Götze,81,81,25000000,30,2071,CAM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
Oscar,Oscar dos Santos Emboaba,81,81,25000000,"CAM,CM,LW",CAM,Brazil,https://cdn.sofifa.net/players/188/152/23_60.png,30,179,70,2152,448,Shanghai Port FC,28000,38800000,RES,2024,8,2017,-,Right,3,4,3,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,79,78,82,83,59,67,81,77,59,85,72,81,77,78,84,83,82,76,92,77,84,80,76,84,60,82,60,52,81,78,70,79,66,59,55,12,10,15,12,12,80,81,80,80,80,81,81,81,81,81,75,74,75,72,66,72,22,Oscar,81,81,25000000,30,2152,CAM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
J. Ward-Prowse,James Ward-Prowse,81,82,29500000,CM,CM,England,https://cdn.sofifa.net/players/205/569/23_60.png,27,173,66,2149,437,Southampton,69000,58300000,CDM,2026,8,2011,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,59,74,86,78,67,73,90,71,57,85,51,76,93,94,84,82,66,54,75,75,76,82,65,91,64,79,76,67,68,82,79,79,64,74,65,12,12,10,15,15,73,76,75,75,75,76,79,80,82,80,77,78,77,75,70,75,22,J. Ward-Prowse,81,82,29500000,27,2149,CM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
T. Savanier,Téji Savanier,81,81,25000000,"CAM,CM",CAM,France,https://cdn.sofifa.net/players/205/686/23_60.png,30,172,69,2150,444,Montpellier Hérault SC,33000,47500000,CAM,2026,11,2019,-,Right,5,4,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,64,76,84,83,69,68,84,74,47,84,68,82,83,82,84,83,68,61,85,80,90,79,32,77,62,81,83,78,76,85,77,85,67,71,69,12,11,15,10,10,75,79,78,78,78,79,81,81,81,81,78,80,78,76,71,76,21,T. Savanier,81,81,25000000,30,2150,CAM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
J. Hofmann,Jonas Hofmann,81,81,25500000,"CAM,RM,LM",CAM,Germany,https://cdn.sofifa.net/players/210/324/23_60.png,29,176,73,2093,445,Borussia Mönchengladbach,40000,43400000,RM,2025,23,2016,-,Right,4,3,2,Germany,https://cdn.sofifa.net/flags/de.png,RM,23,High,High,73,76,80,80,64,72,80,79,48,81,64,79,77,71,81,80,75,72,79,83,78,74,61,86,66,74,70,75,82,81,71,81,70,57,57,6,6,10,10,10,77,79,79,79,79,79,81,81,81,81,77,76,77,74,68,74,18,J. Hofmann,81,81,25500000,29,2093,CAM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
K. Demirbay,Kerem Demirbay,81,81,25500000,"CM,CDM,CAM",CM,Germany,https://cdn.sofifa.net/players/211/748/23_60.png,28,183,75,2171,451,Bayer 04 Leverkusen,65000,43400000,CDM,2024,10,2019,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,69,76,81,82,71,72,74,75,48,81,59,83,85,80,84,85,62,75,78,80,78,80,69,79,67,80,75,72,78,85,70,78,75,75,71,14,15,11,14,14,76,79,79,79,79,79,81,81,81,81,78,80,78,76,73,76,23,K. Demirbay,81,81,25500000,28,2171,CM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
R. Andrich,Robert Andrich,81,82,26500000,"CDM,CM",CDM,Germany,https://cdn.sofifa.net/players/212/242/23_60.png,27,186,86,2156,452,Bayer 04 Leverkusen,57000,47000000,CDM,2026,8,2021,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High,63,76,76,73,79,85,71,74,74,79,66,74,78,80,78,76,59,67,59,79,61,84,81,87,83,81,88,80,72,73,62,71,80,79,77,7,9,10,13,15,77,73,75,75,75,73,76,76,79,76,79,82,79,79,81,79,20,R. Andrich,81,82,26500000,27,2156,CDM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
K. Phillips,Kalvin Phillips,81,85,32000000,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/224/081/23_60.png,26,178,72,2100,445,Manchester City,120000,61600000,SUB,2028,4,2022,-,Right,3,3,2,England,https://cdn.sofifa.net/flags/gb-eng.png,CM,14,Medium,High,66,65,77,76,79,82,70,62,66,82,55,73,62,71,81,80,69,64,72,77,73,75,82,85,78,68,86,78,66,75,58,79,80,82,80,8,8,8,12,14,72,72,72,72,72,72,76,76,80,76,80,82,80,79,81,79,20,K. Phillips,81,85,32000000,26,2100,CDM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
C. Tolisso,Corentin Tolisso,81,81,27500000,"CM,CDM",CM,France,https://cdn.sofifa.net/players/219/683/23_60.png,27,181,81,2193,457,Olympique Lyonnais,75000,52300000,CDM,2027,88,2022,-,Right,3,3,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,69,78,77,79,77,77,65,75,83,82,73,78,72,67,84,83,69,69,76,83,76,86,83,72,76,83,82,77,80,79,61,75,75,78,72,7,10,14,9,14,81,77,79,79,79,77,81,80,81,80,78,81,78,78,81,78,21,C. Tolisso,81,81,27500000,27,2193,CM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
A. Saint-Maximin,Allan Saint-Maximin,81,83,32500000,LM,CAM,France,https://cdn.sofifa.net/players/216/388/23_60.png,25,173,67,1916,419,Newcastle United,95000,64200000,LW,2026,10,2019,-,Right,4,5,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Low,90,73,73,88,27,68,73,72,53,76,63,92,76,58,64,83,91,90,93,78,89,82,73,77,73,70,43,20,76,75,58,83,29,21,23,10,9,12,7,7,78,81,80,80,80,81,82,82,73,82,60,55,60,55,45,55,18,A. Saint-Maximin,81,83,32500000,25,1916,CAM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
F. Neuhaus,Florian Neuhaus,80,84,29000000,CM,CM,Germany,https://cdn.sofifa.net/players/234/943/23_60.png,25,185,77,2030,433,Borussia Mönchengladbach,34000,51500000,RES,2024,32,2017,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,68,73,79,80,66,67,68,73,51,84,63,80,77,55,85,80,64,72,79,79,78,75,54,81,65,80,60,72,70,81,53,75,67,67,64,6,11,10,11,15,74,76,76,76,76,76,81,79,82,79,75,77,75,73,69,73,20,F. Neuhaus,80,84,29000000,25,2030,CM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
H. Barnes,Harvey Barnes,80,83,29000000,"LM,LW",CAM,England,https://cdn.sofifa.net/players/234/742/23_60.png,24,180,66,1971,428,Leicester City,77000,57300000,LM,2025,7,2016,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,86,77,75,81,45,64,78,78,46,76,68,82,76,69,69,81,85,86,79,81,79,80,59,73,64,79,53,43,80,77,54,78,45,47,44,6,5,11,8,10,78,80,80,80,80,80,81,81,76,81,68,64,68,65,56,65,18,H. Barnes,80,83,29000000,24,1971,CAM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
Arthur,Arthur Henrique Ramos Oliveira Melo,80,82,26500000,"CM,CDM",CM,Brazil,https://cdn.sofifa.net/players/230/658/23_60.png,25,171,73,2129,443,Liverpool,100000,0,SUB,2023,29,2020,TRUE,Right,3,4,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,71,65,80,86,72,69,79,56,51,84,69,84,80,60,83,89,73,69,85,81,90,76,69,78,65,73,70,75,70,77,69,86,74,74,71,6,13,13,11,12,73,77,76,76,76,77,81,81,82,81,80,80,80,77,74,77,20,Arthur,80,82,26500000,25,2129,CM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Laure Santeiro,Laureano Thomas Santeiro Marre,80,80,25000000,"CAM,LM,LW",CAM,Brazil,https://cdn.sofifa.net/players/230/271/23_60.png,22,171,63,1834,382,Fluminense,27000,47500000,CAM,2025,9,2022,-,Left,5,4,1,Brazil,https://cdn.sofifa.net/flags/br.png,SUB,16,Medium,Medium,80,72,77,82,26,45,73,72,44,79,67,82,56,75,80,82,87,75,85,80,89,67,43,67,35,75,41,31,82,80,74,77,29,13,23,9,7,8,14,10,74,79,78,78,78,79,80,80,75,80,59,55,59,54,39,54,20,Laure Santeiro,80,80,25000000,22,1834,CAM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
M. Guendouzi,Mattéo Guendouzi,80,86,33000000,"CM,CDM",CDM,France,https://cdn.sofifa.net/players/236/496/23_60.png,23,185,68,2127,452,Olympique de Marseille,41000,69300000,RF,2025,6,2022,-,Right,3,4,1,France,https://cdn.sofifa.net/flags/fr.png,SUB,20,Medium,High,73,66,79,77,77,80,66,64,67,85,55,75,76,67,80,80,72,73,81,76,72,74,72,88,75,66,84,83,72,83,62,78,75,79,76,6,13,6,13,11,74,74,75,75,75,74,79,78,82,78,80,83,80,79,79,79,20,M. Guendouzi,80,86,33000000,23,2127,CDM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
B. Kamara,Boubacar Kamara,80,86,31000000,CDM,CDM,France,https://cdn.sofifa.net/players/236/987/23_60.png,22,184,68,1975,427,Aston Villa,69000,65099999,CDM,2027,44,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,70,54,71,73,80,79,64,47,72,77,28,71,59,47,75,77,71,70,68,74,66,67,79,82,76,63,84,86,52,72,63,84,78,82,80,8,12,8,6,11,66,67,67,67,67,67,71,72,76,72,79,81,79,79,81,79,18,B. Kamara,80,86,31000000,22,1975,CDM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
R. Baku,Ridle Baku,80,84,30000000,"RM,RB,CM",RM,Germany,https://cdn.sofifa.net/players/240/709/23_60.png,24,176,75,2122,457,VfL Wolfsburg,46000,53300000,RB,2025,20,2020,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,82,73,73,81,70,78,79,74,49,74,63,83,79,48,69,78,83,82,82,78,90,77,73,91,73,73,74,74,76,75,60,76,74,70,75,12,8,7,10,9,76,78,77,77,77,78,79,81,78,81,80,77,80,78,73,78,19,R. Baku,80,84,30000000,24,2122,RM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
E. Smith Rowe,Emile Smith Rowe,80,87,43000000,"LM,CAM",CAM,England,https://cdn.sofifa.net/players/240/273/23_60.png,21,182,72,1830,399,Arsenal,65000,90300000,SUB,2026,10,2017,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,78,71,76,81,32,61,74,74,36,81,60,84,72,58,67,81,80,76,75,77,75,70,34,75,61,67,52,28,80,80,64,78,37,30,31,11,8,14,8,10,74,79,78,78,78,79,81,81,75,81,62,59,62,57,46,57,19,E. Smith Rowe,80,87,43000000,21,1830,CAM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
Jonathan Viera,Jonathan Viera Ramos,80,80,16500000,"CAM,CM,LM",CAM,Spain,https://cdn.sofifa.net/players/198/164/23_60.png,32,171,67,2131,450,Unión Deportiva Las Palmas,14000,26400000,CAM,2026,21,2021,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,80,75,79,81,63,72,73,77,65,81,65,81,77,79,79,80,84,76,90,77,76,70,62,84,70,76,63,66,77,84,74,77,63,63,55,16,16,9,14,9,77,79,79,79,79,79,80,80,80,80,74,74,74,72,68,72,22,Jonathan Viera,80,80,16500000,32,2131,CAM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
Allan,Allan Marques Loureiro,80,80,15000000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/199/914/23_60.png,31,175,74,2081,447,Everton,46000,28500000,SUB,2023,6,2020,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,High,70,69,73,79,79,77,70,71,56,78,56,78,68,49,75,79,74,67,76,81,86,73,64,89,68,66,89,74,77,71,53,85,82,85,82,13,13,5,5,8,74,75,75,75,75,75,78,78,79,78,80,80,80,80,79,80,19,Allan,80,80,15000000,31,2081,CDM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Raúl García,Raúl García Escudero,80,80,9000000,ST,CM,Spain,https://cdn.sofifa.net/players/171/579/23_60.png,35,184,83,2133,421,Athletic Club de Bilbao,28000,18900000,SUB,2023,22,2015,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,35,83,82,78,59,84,80,81,90,84,73,80,78,68,82,84,38,33,51,83,61,85,92,74,87,86,86,69,85,83,85,83,44,59,57,14,16,14,16,15,80,75,78,78,78,75,80,78,80,78,70,75,70,68,72,68,25,Raúl García,80,80,9000000,35,2133,CM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
E. Capoue,Etienne Capoue,80,80,13000000,"CM,CDM",CM,France,https://cdn.sofifa.net/players/178/213/23_60.png,33,190,80,2090,436,Villarreal CF,39000,27300000,CM,2024,6,2021,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,53,73,78,75,79,78,69,72,73,83,69,78,69,71,79,80,55,52,49,80,63,80,74,79,80,75,75,84,76,79,54,76,77,79,76,12,11,11,14,12,77,73,76,76,76,73,78,77,80,77,78,80,78,77,80,77,22,E. Capoue,80,80,13000000,33,2090,CM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
M. Kruse,Max Kruse,80,80,10500000,"CF,CAM",CAM,Germany,https://cdn.sofifa.net/players/183/574/23_60.png,34,180,76,1974,399,VfL Wolfsburg,58000,17900000,RES,2023,9,2022,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Low,51,81,81,82,40,64,79,81,63,83,80,83,83,69,80,84,51,51,72,84,76,81,65,50,73,79,58,34,85,85,91,87,43,36,29,12,7,5,13,9,79,78,80,80,80,78,80,79,78,79,60,63,60,56,54,56,20,M. Kruse,80,80,10500000,34,1974,CAM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
F. Coquelin,Francis Coquelin,80,80,17500000,"CM,LM,CDM",CM,France,https://cdn.sofifa.net/players/189/271/23_60.png,31,176,74,2119,451,Villarreal CF,39000,36800000,SUB,2024,19,2020,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,68,68,78,79,78,80,69,65,63,84,60,80,71,53,81,81,69,68,73,81,77,75,80,76,80,72,85,78,77,80,52,78,80,79,79,9,9,8,10,15,75,76,76,76,76,76,80,79,80,79,79,80,79,79,80,79,20,F. Coquelin,80,80,17500000,31,2119,CM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
M. Arnold,Maximilian Arnold,80,81,20500000,"CDM,CM",CM,Germany,https://cdn.sofifa.net/players/206/511/23_60.png,28,184,74,2154,452,VfL Wolfsburg,51000,36400000,CDM,2026,27,2011,-,Left,2,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,65,80,78,78,76,75,69,75,58,79,84,78,83,81,82,81,63,66,68,81,67,88,61,81,73,87,77,79,76,78,57,79,78,79,74,11,9,11,10,10,78,76,77,77,77,76,80,78,81,78,78,81,78,77,77,77,20,M. Arnold,80,81,20500000,28,2154,CM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
M. Dahoud,Mahmoud Dahoud,80,82,26000000,"CM,CDM",CM,Germany,https://cdn.sofifa.net/players/218/339/23_60.png,26,178,68,2082,438,Borussia Dortmund,52000,46200000,SUB,2023,8,2017,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High,70,69,77,85,67,70,67,63,44,83,66,86,78,53,79,84,78,63,87,80,87,81,71,90,59,77,74,78,69,80,55,75,74,64,59,14,7,9,12,11,73,77,77,77,77,77,81,80,82,80,77,78,77,74,70,74,20,M. Dahoud,80,82,26000000,26,2082,CM,Germany,Midfield,Starter 78-84,Midfield / Starter 78-84
Joan Jordán,Joan Jordán Moreno,80,80,22500000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/224/309/23_60.png,27,183,74,2059,434,Sevilla FC,33000,47300000,CM,2027,8,2019,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,59,75,81,76,68,75,70,74,47,85,59,77,83,81,84,81,55,62,66,77,57,80,53,79,73,77,80,73,72,83,69,77,67,77,59,13,12,13,12,9,74,74,76,76,76,74,80,78,80,78,75,79,75,72,72,72,21,Joan Jordán,80,80,22500000,27,2059,CM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
J. Bowen,Jarrod Bowen,80,83,28000000,"RM,ST",LM,England,https://cdn.sofifa.net/players/224/371/23_60.png,25,175,70,1991,421,West Ham United,73000,55300000,RM,2025,20,2020,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,78,77,75,81,44,66,79,80,64,76,69,82,71,70,67,81,79,77,79,78,83,74,65,81,63,76,57,37,80,75,70,77,49,40,36,14,8,14,10,7,78,79,79,79,79,79,80,81,75,81,66,62,66,63,55,63,19,J. Bowen,80,83,28000000,25,1991,LM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
Álex Berenguer,Alejandro Berenguer Remiro,80,80,23000000,"RM,LM",RM,Spain,https://cdn.sofifa.net/players/225/201/23_60.png,26,175,73,2114,443,Athletic Club de Bilbao,33000,48300000,LM,2024,7,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,81,76,76,82,64,64,78,78,49,77,70,82,74,75,70,81,84,79,85,79,85,76,73,72,55,72,73,65,79,78,69,79,65,68,66,14,16,8,6,13,76,80,79,79,79,80,80,80,78,80,75,73,75,74,68,74,21,Álex Berenguer,80,80,23000000,26,2114,RM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
Morales,José Luis Morales Nogales,80,80,10000000,"LM,ST",LM,Spain,https://cdn.sofifa.net/players/216/475/23_60.png,34,180,70,2089,439,Villarreal CF,39000,21000000,ST,2024,22,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,83,81,74,82,52,67,75,83,64,75,82,84,82,68,70,80,84,83,80,78,83,83,63,74,67,78,58,58,80,74,76,82,44,54,45,14,13,13,16,8,80,80,80,80,80,80,80,80,76,80,70,67,70,67,61,67,22,Morales,80,80,10000000,34,2089,LM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
Saúl,Saúl Ñíguez Esclápez,80,81,24000000,"CM,LM,LWB",CM,Spain,https://cdn.sofifa.net/players/208/421/23_60.png,27,184,75,2163,455,Atlético de Madrid,58000,51000000,SUB,2026,17,2013,-,Left,4,3,3,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,69,76,77,79,78,76,69,73,80,81,76,80,73,60,80,80,69,69,73,79,68,80,80,76,76,79,75,79,77,80,68,80,77,78,77,7,13,12,10,9,80,76,78,78,78,76,81,80,81,80,79,81,79,79,81,79,20,Saúl,80,81,24000000,27,2163,CM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
Fred,Frederico de Paula Santos,80,80,20500000,"CM,CDM",CM,Brazil,https://cdn.sofifa.net/players/209/297/23_60.png,29,169,62,2186,449,Manchester United,120000,39000000,SUB,2023,17,2018,-,Left,3,4,3,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High,76,67,79,81,75,71,74,61,56,83,62,80,78,74,80,80,78,74,89,87,88,78,82,94,52,68,85,83,73,76,64,75,72,81,70,7,16,15,11,15,74,77,76,76,76,77,80,80,80,80,80,80,80,80,77,80,24,Fred,80,80,20500000,29,2186,CM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
A. Rabiot,Adrien Rabiot,80,81,24000000,"CM,LM",CM,France,https://cdn.sofifa.net/players/210/008/23_60.png,27,192,80,2126,458,Juventus,105000,42600000,SUB,2023,25,2019,-,Left,3,3,2,France,https://cdn.sofifa.net/flags/fr.png,SUB,14,Medium,Medium,75,73,76,79,76,79,70,68,69,83,69,80,55,59,80,83,70,79,69,80,69,86,73,87,80,75,69,80,76,74,67,80,70,81,73,9,12,9,7,15,78,77,78,78,78,77,80,80,81,80,80,81,80,79,78,79,20,A. Rabiot,80,81,24000000,27,2126,CM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
Carles Gil,Carles Gil Pareja,80,80,20500000,"CAM,RM",CAM,Spain,https://cdn.sofifa.net/players/210/930/23_60.png,29,170,65,1926,405,New England Revolution,13000,30800000,CAM,2024,10,2019,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,71,70,81,80,39,64,78,72,34,83,71,81,76,65,78,81,75,68,74,80,75,63,62,85,62,72,41,40,79,86,69,77,36,43,39,12,15,16,9,6,72,78,77,77,77,78,80,80,79,80,66,64,66,61,51,61,20,Carles Gil,80,80,20500000,29,1926,CAM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
A. Gouiri,Amine Gouiri,79,86,36000000,"ST,LM",CAM,France,https://cdn.sofifa.net/players/240/753/23_60.png,22,181,83,2024,429,Stade Rennais FC,49000,75600000,ST,2027,19,2022,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,78,81,76,80,45,69,76,81,68,79,78,82,78,76,69,80,81,75,76,77,72,81,69,72,71,82,61,44,82,76,78,78,45,41,32,6,12,8,9,7,81,79,80,80,80,79,81,80,76,80,65,63,65,62,57,62,18,A. Gouiri,79,86,36000000,22,2024,CAM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
Luis Milla,Luis Milla Manzanares,79,81,19000000,"CDM,CM",CDM,Spain,https://cdn.sofifa.net/players/242/201/23_60.png,27,175,67,2083,439,Getafe CF,30000,41300000,SUB,2027,5,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High,70,70,76,74,75,74,72,67,48,80,51,71,71,73,76,78,74,66,70,77,77,76,71,85,70,72,72,78,75,74,73,80,77,80,76,12,13,8,10,10,72,73,73,73,73,73,77,77,79,77,79,80,79,78,75,78,20,Luis Milla,79,81,19000000,27,2083,CDM,Spain,Midfield,Starter 78-84,Midfield / Starter 78-84
C. Gallagher,Conor Gallagher,79,86,35500000,CM,CM,England,https://cdn.sofifa.net/players/238/216/23_60.png,22,182,77,2052,444,Chelsea,89000,72800000,SUB,2025,23,2017,-,Right,2,3,1,England,https://cdn.sofifa.net/flags/gb-eng.png,SUB,18,High,High,74,76,75,78,67,74,69,77,49,77,63,78,65,70,76,82,69,78,68,80,68,79,58,93,64,78,79,71,78,78,55,72,62,75,67,7,6,15,9,9,76,77,78,78,78,77,80,80,81,80,77,77,77,75,71,75,18,C. Gallagher,79,86,35500000,22,2052,CM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
David Neres,David Neres Campos,79,82,23000000,"RW,LW,CAM",CAM,Brazil,https://cdn.sofifa.net/players/236/632/23_60.png,25,176,71,1906,414,SL Benfica,18000,47700000,RM,2027,7,2022,-,Left,3,5,3,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,85,72,73,83,37,64,67,74,45,78,72,83,70,52,69,84,86,85,86,75,86,73,56,73,64,67,53,35,74,79,69,79,42,32,29,14,10,5,13,6,76,79,78,78,78,79,82,81,75,81,64,61,64,59,51,59,21,David Neres,79,82,23000000,25,1906,CAM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Y. Fofana,Youssouf Fofana,79,84,24500000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/245/630/23_60.png,23,176,69,2029,437,AS Monaco,43000,48400000,CM,2024,19,2020,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,68,67,74,76,75,77,66,64,58,78,46,77,66,56,77,78,68,68,70,77,75,76,59,83,75,69,77,78,74,77,64,76,74,80,74,12,7,12,5,9,73,73,74,74,74,73,77,76,79,76,77,80,77,77,76,77,18,Y. Fofana,79,84,24500000,23,2029,CDM,France,Midfield,Starter 78-84,Midfield / Starter 78-84
